Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
8	:	1553561958.991	     7.421	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=8; echo "Job 8 Done" 
4	:	1553561958.985	     7.480	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=4; echo "Job 4 Done" 
6	:	1553561958.988	     7.480	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=6; echo "Job 6 Done" 
1	:	1553561958.980	     7.494	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=1; echo "Job 1 Done" 
9	:	1553561958.993	     7.493	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=9; echo "Job 9 Done" 
2	:	1553561958.982	     7.531	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=2; echo "Job 2 Done" 
7	:	1553561958.990	     7.539	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=7; echo "Job 7 Done" 
5	:	1553561958.987	     7.549	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=5; echo "Job 5 Done" 
3	:	1553561958.983	     7.578	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=3; echo "Job 3 Done" 
12	:	1553561966.470	     7.289	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=12; echo "Job 12 Done" 
11	:	1553561966.466	     7.303	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=11; echo "Job 11 Done" 
18	:	1553561966.563	     7.223	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=18; echo "Job 18 Done" 
14	:	1553561966.488	     7.309	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=14; echo "Job 14 Done" 
10	:	1553561966.415	     7.391	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=10; echo "Job 10 Done" 
17	:	1553561966.538	     7.294	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=17; echo "Job 17 Done" 
16	:	1553561966.532	     7.302	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=16; echo "Job 16 Done" 
15	:	1553561966.516	     7.375	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=15; echo "Job 15 Done" 
13	:	1553561966.477	     7.440	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=13; echo "Job 13 Done" 
19	:	1553561973.761	     7.298	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=19; echo "Job 19 Done" 
20	:	1553561973.771	     7.315	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=20; echo "Job 20 Done" 
22	:	1553561973.799	     7.318	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=22; echo "Job 22 Done" 
26	:	1553561973.894	     7.225	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=26; echo "Job 26 Done" 
23	:	1553561973.808	     7.323	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=23; echo "Job 23 Done" 
21	:	1553561973.788	     7.347	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=21; echo "Job 21 Done" 
25	:	1553561973.837	     7.309	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=25; echo "Job 25 Done" 
24	:	1553561973.835	     7.341	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=24; echo "Job 24 Done" 
27	:	1553561973.919	     7.414	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=27; echo "Job 27 Done" 
31	:	1553561981.121	     7.210	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=31; echo "Job 31 Done" 
28	:	1553561981.062	     7.316	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=28; echo "Job 28 Done" 
34	:	1553561981.147	     7.234	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=34; echo "Job 34 Done" 
29	:	1553561981.089	     7.345	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=29; echo "Job 29 Done" 
33	:	1553561981.138	     7.338	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=33; echo "Job 33 Done" 
32	:	1553561981.133	     7.367	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=32; echo "Job 32 Done" 
35	:	1553561981.180	     7.351	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=35; echo "Job 35 Done" 
30	:	1553561981.119	     7.429	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=30; echo "Job 30 Done" 
36	:	1553561981.337	     7.363	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=36; echo "Job 36 Done" 
37	:	1553561988.334	     7.259	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=37; echo "Job 37 Done" 
39	:	1553561988.383	     7.232	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=39; echo "Job 39 Done" 
38	:	1553561988.381	     7.312	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=38; echo "Job 38 Done" 
40	:	1553561988.436	     7.380	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=40; echo "Job 40 Done" 
41	:	1553561988.478	    19.752	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=1; echo "Job 41 Done" 
43	:	1553561988.533	    19.720	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=3; echo "Job 43 Done" 
42	:	1553561988.501	    19.824	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=2; echo "Job 42 Done" 
44	:	1553561988.550	    19.794	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=4; echo "Job 44 Done" 
45	:	1553561988.702	    19.680	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=5; echo "Job 45 Done" 
48	:	1553561995.695	    19.685	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=8; echo "Job 48 Done" 
46	:	1553561995.596	    19.786	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=6; echo "Job 46 Done" 
47	:	1553561995.617	    19.826	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=7; echo "Job 47 Done" 
49	:	1553561995.818	    19.651	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=9; echo "Job 49 Done" 
50	:	1553562008.233	    19.690	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=10; echo "Job 50 Done" 
51	:	1553562008.256	    19.715	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=11; echo "Job 51 Done" 
