Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1	:	1553561898.988	     7.493	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=1; echo "Job 1 Done" 
10	:	1553561899.005	     7.486	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=10; echo "Job 10 Done" 
8	:	1553561899.000	     7.500	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=8; echo "Job 8 Done" 
9	:	1553561899.003	     7.506	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=9; echo "Job 9 Done" 
2	:	1553561898.990	     7.546	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=2; echo "Job 2 Done" 
6	:	1553561898.997	     7.549	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=6; echo "Job 6 Done" 
4	:	1553561898.993	     7.591	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=4; echo "Job 4 Done" 
11	:	1553561899.007	     7.611	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=11; echo "Job 11 Done" 
5	:	1553561898.995	     7.644	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=5; echo "Job 5 Done" 
3	:	1553561898.992	     7.656	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=3; echo "Job 3 Done" 
7	:	1553561898.998	     7.672	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=7; echo "Job 7 Done" 
14	:	1553561906.503	     7.345	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=14; echo "Job 14 Done" 
12	:	1553561906.484	     7.374	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=12; echo "Job 12 Done" 
17	:	1553561906.548	     7.313	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=17; echo "Job 17 Done" 
18	:	1553561906.587	     7.291	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=18; echo "Job 18 Done" 
16	:	1553561906.539	     7.356	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=16; echo "Job 16 Done" 
13	:	1553561906.494	     7.404	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=13; echo "Job 13 Done" 
15	:	1553561906.512	     7.445	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=15; echo "Job 15 Done" 
21	:	1553561906.652	     7.315	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=21; echo "Job 21 Done" 
19	:	1553561906.622	     7.401	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=19; echo "Job 19 Done" 
20	:	1553561906.641	     7.407	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=20; echo "Job 20 Done" 
22	:	1553561906.673	     7.427	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=22; echo "Job 22 Done" 
26	:	1553561913.881	     7.315	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=26; echo "Job 26 Done" 
24	:	1553561913.860	     7.345	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=24; echo "Job 24 Done" 
25	:	1553561913.864	     7.343	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=25; echo "Job 25 Done" 
23	:	1553561913.852	     7.359	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=23; echo "Job 23 Done" 
27	:	1553561913.899	     7.368	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=27; echo "Job 27 Done" 
28	:	1553561913.901	     7.384	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=28; echo "Job 28 Done" 
31	:	1553561914.025	     7.292	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=31; echo "Job 31 Done" 
30	:	1553561913.969	     7.409	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=30; echo "Job 30 Done" 
29	:	1553561913.961	     7.444	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=29; echo "Job 29 Done" 
33	:	1553561914.104	     7.334	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=33; echo "Job 33 Done" 
32	:	1553561914.050	     7.391	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=32; echo "Job 32 Done" 
37	:	1553561921.216	     7.327	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=37; echo "Job 37 Done" 
34	:	1553561921.200	     7.348	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=34; echo "Job 34 Done" 
35	:	1553561921.207	     7.371	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=35; echo "Job 35 Done" 
36	:	1553561921.210	     7.386	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=36; echo "Job 36 Done" 
39	:	1553561921.289	     7.325	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=39; echo "Job 39 Done" 
