Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1	:	1553721025.103	     0.093	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=1; echo "Job 1 Done" 
2	:	1553721025.105	     0.093	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=2; echo "Job 2 Done" 
4	:	1553721025.108	     0.093	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=4; echo "Job 4 Done" 
3	:	1553721025.106	     0.098	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=3; echo "Job 3 Done" 
5	:	1553721025.109	     0.097	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=5; echo "Job 5 Done" 
7	:	1553721025.112	     0.095	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=7; echo "Job 7 Done" 
9	:	1553721025.116	     0.095	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=9; echo "Job 9 Done" 
8	:	1553721025.114	     0.098	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=8; echo "Job 8 Done" 
6	:	1553721025.111	     0.103	0	13	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=6; echo "Job 6 Done" 
10	:	1553721025.117	     0.099	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=10; echo "Job 10 Done" 
11	:	1553721025.119	     0.101	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=11; echo "Job 11 Done" 
13	:	1553721025.122	     0.099	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=13; echo "Job 13 Done" 
12	:	1553721025.121	     0.102	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=12; echo "Job 12 Done" 
14	:	1553721025.124	     0.101	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=14; echo "Job 14 Done" 
15	:	1553721025.125	     0.102	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=15; echo "Job 15 Done" 
16	:	1553721025.127	     0.102	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=16; echo "Job 16 Done" 
17	:	1553721025.198	     0.098	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=17; echo "Job 17 Done" 
18	:	1553721025.201	     0.098	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=18; echo "Job 18 Done" 
31	:	1553721025.230	     9.453	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=31; echo "Job 31 Done" 
26	:	1553721025.219	     9.471	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=26; echo "Job 26 Done" 
21	:	1553721025.208	     9.496	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=21; echo "Job 21 Done" 
34	:	1553721025.302	     9.417	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=34; echo "Job 34 Done" 
33	:	1553721025.299	     9.425	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=33; echo "Job 33 Done" 
23	:	1553721025.212	     9.516	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=23; echo "Job 23 Done" 
24	:	1553721025.215	     9.529	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=24; echo "Job 24 Done" 
28	:	1553721025.224	     9.545	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=28; echo "Job 28 Done" 
27	:	1553721025.221	     9.562	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=27; echo "Job 27 Done" 
25	:	1553721025.217	     9.575	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=25; echo "Job 25 Done" 
32	:	1553721025.232	     9.570	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=32; echo "Job 32 Done" 
30	:	1553721025.228	     9.616	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=30; echo "Job 30 Done" 
29	:	1553721025.226	     9.641	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=29; echo "Job 29 Done" 
22	:	1553721025.210	     9.674	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=22; echo "Job 22 Done" 
19	:	1553721025.204	     9.688	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=19; echo "Job 19 Done" 
20	:	1553721025.206	     9.701	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=20; echo "Job 20 Done" 
37	:	1553721034.706	     9.244	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=37; echo "Job 37 Done" 
39	:	1553721034.727	     9.395	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=39; echo "Job 39 Done" 
35	:	1553721034.686	     9.454	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=35; echo "Job 35 Done" 
36	:	1553721034.693	     9.478	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=36; echo "Job 36 Done" 
40	:	1553721034.730	     9.490	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=40; echo "Job 40 Done" 
38	:	1553721034.721	     9.605	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=100 --seed=38; echo "Job 38 Done" 
45	:	1553721034.805	    25.473	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=5; echo "Job 45 Done" 
42	:	1553721034.771	    25.621	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=2; echo "Job 42 Done" 
41	:	1553721034.747	    25.648	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=1; echo "Job 41 Done" 
44	:	1553721034.794	    25.605	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=4; echo "Job 44 Done" 
49	:	1553721034.895	    25.551	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=9; echo "Job 49 Done" 
47	:	1553721034.870	    25.594	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=7; echo "Job 47 Done" 
43	:	1553721034.787	    25.702	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=3; echo "Job 43 Done" 
50	:	1553721034.910	    25.694	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=10; echo "Job 50 Done" 
46	:	1553721034.847	    25.779	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=6; echo "Job 46 Done" 
48	:	1553721034.887	    25.799	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=8; echo "Job 48 Done" 
51	:	1553721043.954	    25.500	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=11; echo "Job 51 Done" 
53	:	1553721044.146	    25.548	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=13; echo "Job 53 Done" 
52	:	1553721044.126	    25.595	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=12; echo "Job 52 Done" 
56	:	1553721044.329	    25.490	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=16; echo "Job 56 Done" 
55	:	1553721044.223	    25.700	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=15; echo "Job 55 Done" 
54	:	1553721044.175	    25.898	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=14; echo "Job 54 Done" 
57	:	1553721060.282	    25.480	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=17; echo "Job 57 Done" 
60	:	1553721060.400	    25.450	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=20; echo "Job 60 Done" 
58	:	1553721060.396	    25.519	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=18; echo "Job 58 Done" 
59	:	1553721060.398	    25.559	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=19; echo "Job 59 Done" 
62	:	1553721060.465	    25.603	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=22; echo "Job 62 Done" 
63	:	1553721060.491	    25.654	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=23; echo "Job 63 Done" 
64	:	1553721060.607	    25.556	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=24; echo "Job 64 Done" 
61	:	1553721060.448	    25.776	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=21; echo "Job 61 Done" 
65	:	1553721060.627	    25.631	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=25; echo "Job 65 Done" 
66	:	1553721060.688	    25.641	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=26; echo "Job 66 Done" 
70	:	1553721069.822	    25.198	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=30; echo "Job 70 Done" 
67	:	1553721069.458	    25.641	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=27; echo "Job 67 Done" 
69	:	1553721069.723	    25.546	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=29; echo "Job 69 Done" 
71	:	1553721069.926	    25.460	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=31; echo "Job 71 Done" 
68	:	1553721069.696	    25.694	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=28; echo "Job 68 Done" 
72	:	1553721070.075	    25.513	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=32; echo "Job 72 Done" 
76	:	1553721085.959	    25.360	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=36; echo "Job 76 Done" 
73	:	1553721085.764	    25.582	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=33; echo "Job 73 Done" 
74	:	1553721085.853	    25.650	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=34; echo "Job 74 Done" 
77	:	1553721086.070	    25.673	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=37; echo "Job 77 Done" 
78	:	1553721086.147	    25.677	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=38; echo "Job 78 Done" 
79	:	1553721086.165	    25.684	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=39; echo "Job 79 Done" 
80	:	1553721086.226	    25.642	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=40; echo "Job 80 Done" 
75	:	1553721085.918	    26.318	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=150 --seed=35; echo "Job 75 Done" 
81	:	1553721086.261	    42.963	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=1; echo "Job 81 Done" 
82	:	1553721086.332	    42.894	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=2; echo "Job 82 Done" 
85	:	1553721095.271	    42.087	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=5; echo "Job 85 Done" 
83	:	1553721095.023	    42.680	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=3; echo "Job 83 Done" 
84	:	1553721095.102	    42.717	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=4; echo "Job 84 Done" 
87	:	1553721095.393	    42.613	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=7; echo "Job 87 Done" 
88	:	1553721095.591	    42.679	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=8; echo "Job 88 Done" 
86	:	1553721095.388	    43.451	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=6; echo "Job 86 Done" 
89	:	1553721111.322	    41.941	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=9; echo "Job 89 Done" 
90	:	1553721111.348	    42.697	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=10; echo "Job 90 Done" 
91	:	1553721111.504	    42.677	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=11; echo "Job 91 Done" 
95	:	1553721111.871	    42.490	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=15; echo "Job 95 Done" 
92	:	1553721111.745	    42.652	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=12; echo "Job 92 Done" 
93	:	1553721111.827	    42.578	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=13; echo "Job 93 Done" 
96	:	1553721112.238	    42.784	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=16; echo "Job 96 Done" 
94	:	1553721111.851	    43.623	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=14; echo "Job 94 Done" 
98	:	1553721129.229	    42.436	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=18; echo "Job 98 Done" 
97	:	1553721129.226	    42.697	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=17; echo "Job 97 Done" 
100	:	1553721137.706	    42.253	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=20; echo "Job 100 Done" 
99	:	1553721137.361	    42.779	0	14	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=19; echo "Job 99 Done" 
103	:	1553721138.273	    41.943	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=23; echo "Job 103 Done" 
101	:	1553721137.821	    42.673	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=21; echo "Job 101 Done" 
102	:	1553721138.008	    42.521	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=22; echo "Job 102 Done" 
104	:	1553721138.842	    42.336	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=24; echo "Job 104 Done" 
105	:	1553721153.266	    42.365	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=25; echo "Job 105 Done" 
109	:	1553721154.398	    42.378	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=29; echo "Job 109 Done" 
107	:	1553721154.183	    42.607	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=27; echo "Job 107 Done" 
108	:	1553721154.362	    42.431	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=28; echo "Job 108 Done" 
106	:	1553721154.047	    42.851	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=26; echo "Job 106 Done" 
110	:	1553721154.407	    42.496	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=30; echo "Job 110 Done" 
111	:	1553721155.024	    42.544	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=31; echo "Job 111 Done" 
112	:	1553721155.477	    42.625	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=32; echo "Job 112 Done" 
113	:	1553721171.668	    42.417	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=33; echo "Job 113 Done" 
114	:	1553721171.925	    42.756	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=34; echo "Job 114 Done" 
115	:	1553721179.962	    41.778	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=35; echo "Job 115 Done" 
117	:	1553721180.218	    42.265	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=37; echo "Job 117 Done" 
118	:	1553721180.497	    42.496	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=38; echo "Job 118 Done" 
119	:	1553721180.531	    42.520	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=39; echo "Job 119 Done" 
116	:	1553721180.141	    43.024	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=36; echo "Job 116 Done" 
120	:	1553721181.181	    42.404	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=200 --seed=40; echo "Job 120 Done" 
121	:	1553721195.636	    57.728	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=1; echo "Job 121 Done" 
124	:	1553721196.795	    56.632	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=4; echo "Job 124 Done" 
122	:	1553721196.779	    56.848	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=2; echo "Job 122 Done" 
123	:	1553721196.793	    56.928	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=3; echo "Job 123 Done" 
125	:	1553721196.900	    57.082	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=5; echo "Job 125 Done" 
127	:	1553721197.570	    56.630	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=7; echo "Job 127 Done" 
126	:	1553721196.905	    57.384	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=6; echo "Job 126 Done" 
128	:	1553721198.105	    56.828	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=8; echo "Job 128 Done" 
129	:	1553721214.087	    57.021	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=9; echo "Job 129 Done" 
130	:	1553721214.683	    56.703	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=10; echo "Job 130 Done" 
131	:	1553721221.742	    56.540	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=11; echo "Job 131 Done" 
134	:	1553721223.053	    55.574	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=14; echo "Job 134 Done" 
132	:	1553721222.485	    56.910	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=12; echo "Job 132 Done" 
133	:	1553721222.996	    56.769	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=13; echo "Job 133 Done" 
135	:	1553721223.168	    56.773	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=15; echo "Job 135 Done" 
136	:	1553721223.588	    56.543	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=16; echo "Job 136 Done" 
137	:	1553721253.366	    55.707	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=17; echo "Job 137 Done" 
138	:	1553721253.430	    56.805	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=18; echo "Job 138 Done" 
139	:	1553721253.630	    56.790	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=19; echo "Job 139 Done" 
140	:	1553721253.724	    56.699	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=20; echo "Job 140 Done" 
141	:	1553721253.984	    56.693	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=21; echo "Job 141 Done" 
143	:	1553721254.291	    56.485	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=23; echo "Job 143 Done" 
142	:	1553721254.202	    57.388	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=22; echo "Job 142 Done" 
144	:	1553721254.936	    56.678	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=24; echo "Job 144 Done" 
146	:	1553721271.389	    56.495	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=26; echo "Job 146 Done" 
145	:	1553721271.111	    57.197	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=25; echo "Job 145 Done" 
147	:	1553721278.285	    57.014	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=27; echo "Job 147 Done" 
148	:	1553721278.629	    56.792	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=28; echo "Job 148 Done" 
149	:	1553721279.397	    56.677	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=29; echo "Job 149 Done" 
150	:	1553721279.768	    56.824	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=30; echo "Job 150 Done" 
151	:	1553721279.943	    56.827	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=31; echo "Job 151 Done" 
152	:	1553721280.133	    56.772	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=32; echo "Job 152 Done" 
153	:	1553721309.077	    56.659	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=33; echo "Job 153 Done" 
156	:	1553721310.425	    56.539	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=36; echo "Job 156 Done" 
154	:	1553721310.238	    56.903	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=34; echo "Job 154 Done" 
158	:	1553721310.777	    56.427	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=38; echo "Job 158 Done" 
155	:	1553721310.423	    56.923	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=35; echo "Job 155 Done" 
157	:	1553721310.679	    56.721	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=37; echo "Job 157 Done" 
160	:	1553721311.617	    56.605	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=40; echo "Job 160 Done" 
159	:	1553721311.592	    56.813	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=250 --seed=39; echo "Job 159 Done" 
161	:	1553721327.887	    68.311	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=1; echo "Job 161 Done" 
162	:	1553721328.311	    68.138	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=2; echo "Job 162 Done" 
164	:	1553721335.424	    67.943	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=4; echo "Job 164 Done" 
163	:	1553721335.301	    68.285	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=3; echo "Job 163 Done" 
167	:	1553721336.773	    67.174	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=7; echo "Job 167 Done" 
166	:	1553721336.594	    67.694	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=6; echo "Job 166 Done" 
165	:	1553721336.077	    68.468	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=5; echo "Job 165 Done" 
168	:	1553721336.907	    68.109	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=8; echo "Job 168 Done" 
169	:	1553721365.740	    69.177	0	15	0	0	./antsontable --netcdf_output_steps=0 --screen_output_steps=0 --length=300 --seed=9; echo "Job 169 Done" 
